#ticks	median	decon
4531 	 -3.22076 	 -2.86102e-09
4532 	 -1.99532 	 -6.35783e-10
4533 	 -1.06224 	 0.0
4534 	 -1.77068 	 6.35783e-10
4535 	 -0.548248 	 -6.35783e-10
4536 	 -0.91555 	 -1.27157e-09
4537 	 -2.20164 	 -6.35783e-10
4538 	 -2.53072 	 -6.35783e-10
4539 	 -1.63922 	 1.27157e-09
4540 	 -2.37433 	 -1.27157e-09
4541 	 -0.790676 	 0.0
4542 	 -3.36362 	 -1.27157e-09
4543 	 -1.72404 	 1.27157e-09
4544 	 -2.99372 	 -1.27157e-09
4545 	 -2.80609 	 6.35783e-10
4546 	 -3.09099 	 1.90735e-09
4547 	 -2.37676 	 0.0
4548 	 -1.43444 	 1.27157e-09
4549 	 -1.13063 	 1.27157e-09
4550 	 -1.29548 	 6.35783e-10
4551 	 -0.129978 	 1.90735e-09
4552 	 0.397027 	 0.0
4553 	 0.792955 	 0.0
4554 	 2.09404 	 -1.27157e-09
4555 	 2.27728 	 -2.54313e-09
4556 	 3.76699 	 -2.54313e-09
4557 	 3.00302 	 -1.27157e-09
4558 	 3.11444 	 -2.54313e-09
4559 	 3.06901 	 -2.54313e-09
4560 	 2.95493 	 -2.54313e-09
4561 	 2.81268 	 -2.54313e-09
4562 	 1.77736 	 -1.27157e-09
4563 	 1.79869 	 0.0
4564 	 0.88732 	 2.54313e-09
4565 	 0.867193 	 0.0
4566 	 0.0590005 	 -5.08626e-09
4567 	 0.129955 	 0.0
4568 	 -1.22223 	 -1.01725e-08
4569 	 -1.86299 	 0.0
4570 	 -2.84563 	 5.08626e-09
4571 	 -1.22298 	 0.0
4572 	 -2.10919 	 -1.01725e-08
4573 	 -1.39049 	 -5.08626e-09
4574 	 -2.37768 	 0.0
4575 	 -2.97021 	 -1.27157e-09
4576 	 -2.62114 	 -2.1557e-09
4577 	 -2.92102 	 -1.90735e-09
4578 	 -2.55289 	 -2.54313e-09
4579 	 -1.86051 	 0.0
4580 	 -1.74183 	 -1.27157e-09
4581 	 -1.74389 	 -1.27157e-09
4582 	 -1.04 	 -1.27157e-09
4583 	 -1.19667 	 6.35783e-10
4584 	 -1.78504 	 -1.27157e-09
4585 	 -1.14072 	 0.0
4586 	 -1.6384 	 -1.90735e-09
4587 	 -1.88445 	 -2.54313e-09
4588 	 -1.69097 	 -3.8147e-09
4589 	 -1.35689 	 -2.54313e-09
4590 	 -1.91851 	 -2.54313e-09
4591 	 -0.902385 	 1.27157e-09
4592 	 -1.13772 	 -5.72205e-09
4593 	 -1.24465 	 -1.27157e-09
4594 	 -2.12283 	 -1.90735e-09
4595 	 -1.71004 	 0.0
4596 	 -1.81531 	 0.0
4597 	 -1.25013 	 1.90735e-09
4598 	 -0.602886 	 -6.35783e-10
4599 	 0.0215158 	 -6.35783e-10
4600 	 -0.135931 	 -6.35783e-10
4601 	 -0.10369 	 0.0
4602 	 -0.736746 	 0.0
4603 	 -0.562723 	 -1.27157e-09
4604 	 -0.206829 	 -6.35783e-10
4605 	 -0.155887 	 -1.27157e-09
4606 	 -0.815823 	 1.27157e-09
4607 	 0.0210066 	 -1.90735e-09
4608 	 -0.193575 	 -6.35783e-10
4609 	 0.695935 	 -1.27157e-09
4610 	 0.975353 	 0.0
4611 	 0.0878577 	 -1.27157e-09
4612 	 1.02755 	 -1.27157e-09
4613 	 0.704089 	 -6.35783e-10
4614 	 0.267193 	 -1.27157e-09
4615 	 0.746016 	 6.35783e-10
4616 	 0.800516 	 0.0
4617 	 -0.0500259 	 0.0
4618 	 0.0243816 	 -1.27157e-09
4619 	 0.789065 	 6.35783e-10
4620 	 0.511497 	 -1.27157e-09
4621 	 0.0642638 	 -1.27157e-09
4622 	 -1.47566 	 -1.27157e-09
4623 	 -2.09466 	 0.0
4624 	 -3.13139 	 -1.27157e-09
4625 	 -4.92244 	 -6.35783e-10
4626 	 -5.07053 	 -1.27157e-09
4627 	 -5.08825 	 -2.54313e-09
4628 	 -5.25282 	 -1.27157e-09
4629 	 -4.4581 	 -2.54313e-09
4630 	 -5.16013 	 -1.27157e-09
4631 	 -4.27149 	 6.35783e-10
4632 	 -4.02161 	 -1.90735e-09
4633 	 -3.24639 	 6.35783e-10
4634 	 -3.04334 	 -6.35783e-10
4635 	 -2.05539 	 -6.35783e-10
4636 	 -2.06554 	 -1.27157e-09
4637 	 -1.7289 	 0.0
4638 	 -2.68887 	 -6.35783e-10
4639 	 -1.33199 	 -1.27157e-09
4640 	 -1.02926 	 -6.35783e-10
4641 	 -1.0821 	 0.0
4642 	 0.0597582 	 -1.27157e-09
4643 	 0.0474577 	 6.35783e-10
4644 	 -0.0522699 	 -1.27157e-09
4645 	 1.49225 	 -1.90735e-09
4646 	 2.46568 	 -1.27157e-09
4647 	 3.2217 	 -6.35783e-10
4648 	 3.50106 	 1.27157e-09
4649 	 3.86515 	 -6.35783e-10
4650 	 4.78222 	 -1.27157e-09
4651 	 3.68658 	 1.27157e-09
4652 	 1.88793 	 -2.22524e-09
4653 	 0.605069 	 0.0
4654 	 0.363495 	 -6.35783e-10
4655 	 0.814466 	 -1.27157e-09
4656 	 0.367041 	 -1.27157e-09
4657 	 0.773621 	 0.0
4658 	 1.05719 	 -1.27157e-09
4659 	 0.853611 	 -6.35783e-10
4660 	 1.96004 	 -3.17891e-10
4661 	 2.09461 	 -6.35783e-10
4662 	 3.95785 	 -6.35783e-10
4663 	 4.90487 	 6.35783e-10
4664 	 5.29112 	 9.53674e-10
4665 	 4.70279 	 3.17891e-10
4666 	 4.55683 	 9.53674e-10
4667 	 3.488 	 0.0
4668 	 2.47551 	 -9.53674e-10
4669 	 2.66202 	 -6.35783e-10
4670 	 1.88223 	 6.35783e-10
4671 	 2.11019 	 -1.58946e-09
4672 	 2.81746 	 1.27157e-09
4673 	 1.64333 	 -3.17891e-10
4674 	 1.46996 	 -1.58946e-09
4675 	 -0.248987 	 -6.35783e-10
4676 	 -0.994383 	 -1.27157e-09
4677 	 -1.95848 	 -6.35783e-10
4678 	 -1.78757 	 -1.58946e-09
4679 	 -2.7248 	 -6.35783e-10
4680 	 -3.84774 	 -1.58946e-09
4681 	 -4.14426 	 -1.27157e-09
4682 	 -4.4205 	 -1.58946e-09
4683 	 -3.5607 	 -6.35783e-10
4684 	 -3.6499 	 0.0
4685 	 -4.85324 	 -3.17891e-10
4686 	 -4.23568 	 -3.17891e-10
4687 	 -5.38604 	 -6.35783e-10
4688 	 -4.04787 	 3.17891e-10
4689 	 -3.38704 	 -1.58946e-09
4690 	 -3.19045 	 -2.54313e-09
4691 	 -3.24577 	 -6.35783e-10
4692 	 -0.931804 	 -2.54313e-09
4693 	 -1.67927 	 -3.17891e-10
4694 	 -0.529428 	 6.35783e-10
4695 	 -0.844863 	 3.17891e-10
4696 	 -0.334101 	 -7.94729e-10
4697 	 0.620833 	 6.35783e-10
4698 	 -0.398019 	 -1.27157e-09
4699 	 -0.303566 	 -1.58946e-10
4700 	 -0.359616 	 -1.58946e-09
4701 	 0.844503 	 -1.7484e-09
4702 	 1.34946 	 -1.27157e-09
4703 	 1.08001 	 -2.54313e-09
4704 	 1.46356 	 -2.86102e-09
4705 	 2.02085 	 -2.22524e-09
4706 	 2.00216 	 -2.54313e-09
4707 	 1.07958 	 -4.45048e-09
4708 	 0.782283 	 -1.58946e-09
4709 	 0.531476 	 -1.43051e-09
4710 	 0.917419 	 -7.94729e-10
4711 	 -0.0241799 	 -2.06629e-09
4712 	 0.168914 	 6.35783e-10
4713 	 -0.106028 	 -1.11262e-09
4714 	 -0.740677 	 -1.58946e-10
4715 	 -1.05065 	 -6.35783e-10
4716 	 -1.122 	 -7.94729e-10
4717 	 -0.260294 	 -1.27157e-09
4718 	 -0.989461 	 -9.53674e-10
4719 	 -1.37315 	 -1.58946e-09
4720 	 -0.163115 	 -1.58946e-09
4721 	 -1.17922 	 -1.58946e-10
4722 	 -0.168274 	 -9.53674e-10
4723 	 -0.226679 	 -1.27157e-09
4724 	 -0.46478 	 0.0
4725 	 -1.00939 	 -1.27157e-09
4726 	 -0.0166759 	 1.58946e-10
4727 	 -0.0891037 	 6.35783e-10
4728 	 0.108078 	 7.94729e-10
4729 	 0.234285 	 0.0
4730 	 -0.039361 	 1.03315e-09
4731 	 -0.151319 	 -1.03315e-09
4732 	 -0.0712237 	 4.76837e-10
4733 	 -0.50546 	 3.17891e-10
4734 	 -0.271424 	 5.5631e-10
4735 	 0.998562 	 -3.97364e-10
4736 	 0.816338 	 3.17891e-10
4737 	 0.857697 	 0.0
4738 	 0.595483 	 7.94729e-10
4739 	 -0.0679412 	 1.58946e-10
4740 	 0.0195961 	 3.97364e-10
4741 	 0.0343394 	 7.94729e-11
4742 	 -0.489351 	 5.5631e-10
4743 	 -1.45845 	 7.94729e-11
4744 	 -2.0649 	 3.17891e-10
4745 	 -0.307554 	 3.97364e-10
4746 	 -0.975858 	 1.19209e-09
4747 	 -0.359186 	 -1.58946e-10
4748 	 -0.390073 	 7.94729e-11
4749 	 -1.32661 	 1.11262e-09
4750 	 -2.09421 	 -7.94729e-11
4751 	 -1.80991 	 7.94729e-11
4752 	 -1.95007 	 1.58946e-10
4753 	 -2.45703 	 0.0
4754 	 -3.00571 	 -1.03315e-09
4755 	 -2.93812 	 -1.27157e-09
4756 	 -1.7079 	 -1.43051e-09
4757 	 -1.17738 	 -1.43051e-09
4758 	 0.484402 	 -1.11262e-09
4759 	 1.16279 	 -2.26498e-09
4760 	 1.79881 	 -2.14577e-09
4761 	 2.00338 	 -1.86761e-09
4762 	 1.5225 	 -1.19209e-09
4763 	 1.53672 	 -1.11262e-09
4764 	 1.63761 	 -6.75519e-10
4765 	 1.01371 	 -2.78155e-10
4766 	 0.266393 	 5.16574e-10
4767 	 -0.616618 	 2.38419e-10
4768 	 -1.2536 	 1.43051e-09
4769 	 -1.35341 	 -1.11262e-09
4770 	 -0.138282 	 1.15236e-09
4771 	 -0.0800533 	 1.66893e-09
4772 	 -0.162959 	 -6.35783e-10
4773 	 -0.899939 	 -2.38419e-10
4774 	 -0.952819 	 -3.97364e-10
4775 	 -0.942283 	 -3.97364e-11
4776 	 -0.991997 	 -5.96046e-10
4777 	 -2.35889 	 -5.5631e-10
4778 	 -1.43355 	 -3.97364e-11
4779 	 -2.06539 	 -1.07288e-09
4780 	 -1.43367 	 -9.93411e-10
4781 	 -1.13031 	 -1.19209e-09
4782 	 -0.12901 	 -1.11262e-09
4783 	 0.309387 	 -5.5631e-10
4784 	 0.125461 	 -6.35783e-10
4785 	 -0.487727 	 -3.17891e-10
4786 	 -1.16764 	 1.98682e-11
4787 	 -1.77141 	 -1.15236e-09
4788 	 -2.01838 	 4.37101e-10
4789 	 -1.87959 	 2.1855e-10
4790 	 -0.840499 	 1.6888e-09
4791 	 -1.12288 	 2.38419e-10
4792 	 -0.62689 	 1.2517e-09
4793 	 -1.09206 	 -1.39078e-09
4794 	 -1.96575 	 -1.15236e-09
4795 	 -1.76136 	 -1.03315e-09
4796 	 -1.66872 	 -5.5631e-10
4797 	 -2.08999 	 -2.06629e-09
4798 	 -1.09623 	 -1.33117e-09
4799 	 -1.99748 	 -2.1259e-09
4800 	 -1.64803 	 -2.16564e-09
4801 	 -1.17646 	 -2.00669e-09
4802 	 -0.783736 	 -1.2219e-09
4803 	 -1.31117 	 -6.30816e-10
4804 	 -0.934642 	 -3.0299e-10
4805 	 -0.31524 	 2.23517e-10
4806 	 -0.447831 	 -8.19564e-10
4807 	 -0.0300608 	 3.47694e-10
4808 	 0.224924 	 -3.62595e-10
4809 	 -0.356531 	 -5.91079e-10
4810 	 0.111503 	 -1.40071e-09
4811 	 -0.153746 	 -2.03649e-09
4812 	 -0.0548115 	 -4.37101e-10
4813 	 -0.115584 	 -4.76837e-10
4814 	 0.476727 	 -1.24673e-09
4815 	 1.59675 	 -1.29143e-09
4816 	 1.28225 	 -1.25666e-09
4817 	 1.51801 	 -9.63608e-10
4818 	 1.00812 	 -1.20699e-09
4819 	 0.602448 	 -1.31627e-09
4820 	 0.435871 	 1.58946e-10
4821 	 -0.176505 	 -8.64267e-10
4822 	 0.0539389 	 6.95387e-11
4823 	 -0.208588 	 -1.58946e-10
4824 	 -0.0137124 	 1.46031e-09
4825 	 -0.212085 	 2.30471e-09
4826 	 -1.10644 	 8.99037e-10
4827 	 -1.19348 	 -4.82798e-09
4828 	 -1.6999 	 -5.91079e-09
4829 	 -2.15804 	 6.10948e-10
4830 	 -3.15013 	 -2.28484e-09
4831 	 -3.13688 	 -3.05474e-09
4832 	 -3.02442 	 -2.03649e-10
4833 	 -2.96352 	 -2.36432e-09
4834 	 -2.77724 	 -1.89741e-09
4835 	 -3.12834 	 -1.70867e-09
4836 	 -3.92608 	 -1.38084e-09
4837 	 -3.05596 	 -1.93715e-09
4838 	 -4.25734 	 -2.77658e-09
4839 	 -4.74216 	 -1.53979e-09
4840 	 -3.94989 	 -1.55469e-09
4841 	 -3.63583 	 -1.78317e-09
4842 	 -2.82237 	 -2.83619e-09
4843 	 -0.369316 	 -1.97192e-09
4844 	 0.737161 	 -2.32458e-09
4845 	 1.48604 	 -1.75834e-09
4846 	 2.09311 	 -2.14577e-09
4847 	 2.20481 	 -1.15236e-09
4848 	 3.68751 	 -1.58449e-09
4849 	 2.74581 	 -9.58641e-10
4850 	 3.39332 	 -7.10289e-10
4851 	 4.04974 	 -2.38419e-09
4852 	 3.06573 	 -4.37101e-10
4853 	 1.70118 	 -1.7335e-09
4854 	 0.968026 	 -1.50502e-09
4855 	 0.64847 	 -1.7633e-09
4856 	 -0.00442743 	 -1.60436e-09
4857 	 -0.414887 	 -1.54972e-09
4858 	 -0.87577 	 -1.70867e-09
4859 	 -0.155046 	 -1.86761e-09
4860 	 -1.10299 	 -1.22686e-09
4861 	 -1.13864 	 -1.54972e-09
4862 	 -1.39455 	 -1.80801e-09
4863 	 -0.36606 	 -2.1259e-09
4864 	 -0.282345 	 -2.30471e-09
4865 	 1.29218 	 -1.84278e-09
4866 	 1.02152 	 -1.2666e-09
4867 	 2.39269 	 -1.10765e-09
4868 	 2.38483 	 -4.61936e-10
4869 	 2.24248 	 1.83781e-10
4870 	 2.12777 	 -1.21693e-09
4871 	 1.19727 	 -9.13938e-10
4872 	 0.974125 	 -7.84795e-10
4873 	 -0.25971 	 -1.40071e-09
4874 	 -0.259691 	 -1.43548e-09
4875 	 -1.19902 	 -1.10269e-09
4876 	 -0.450966 	 -1.51992e-09
4877 	 -0.414539 	 -1.77324e-09
4878 	 -0.737155 	 -1.70867e-09
4879 	 -1.30731 	 -2.22027e-09
4880 	 -1.3469 	 -2.111e-09
4881 	 -1.10998 	 -2.111e-09
4882 	 -1.22015 	 -1.14739e-09
4883 	 -0.261507 	 -1.6739e-09
4884 	 0.535743 	 -1.13746e-09
4885 	 0.170496 	 -7.40091e-10
4886 	 0.987788 	 -2.1408e-09
4887 	 0.0269537 	 -1.12752e-09
4888 	 -0.842639 	 -2.48353e-11
4889 	 -0.562174 	 -6.65585e-10
4890 	 -0.395992 	 -1.14242e-09
4891 	 0.606369 	 -4.66903e-10
4892 	 0.992957 	 -1.49012e-09
4893 	 1.34552 	 -2.23517e-09
4894 	 0.698091 	 -2.5183e-09
4895 	 -0.426974 	 -2.9703e-09
4896 	 -0.707687 	 -2.97527e-09
4897 	 -1.00602 	 -4.14252e-09
4898 	 -2.03797 	 -3.65078e-09
4899 	 -2.2787 	 -2.85606e-09
4900 	 -2.46356 	 -3.98854e-09
4901 	 -1.4348 	 -2.92559e-09
4902 	 -1.18583 	 -1.89245e-09
4903 	 -1.6784 	 -1.27157e-09
4904 	 -1.77684 	 -9.18905e-10
4905 	 -1.19426 	 -4.222e-10
4906 	 -1.0696 	 8.9407e-11
4907 	 -1.52342 	 1.6888e-10
4908 	 -1.69404 	 5.01672e-10
4909 	 -1.72569 	 -1.61926e-09
4910 	 -1.37334 	 -1.09275e-10
4911 	 -1.12275 	 -8.04663e-10
4912 	 -0.0871744 	 -2.06133e-09
4913 	 -0.389475 	 -3.29812e-09
4914 	 -0.726332 	 -2.76665e-09
4915 	 -0.260488 	 -3.07461e-09
4916 	 -0.198321 	 -2.77162e-09
4917 	 -0.434872 	 -3.07461e-09
4918 	 -0.417685 	 -2.6226e-09
4919 	 -0.186773 	 -2.40405e-09
4920 	 0.0963078 	 -1.95702e-09
4921 	 -0.459549 	 -1.47521e-09
4922 	 -1.28756 	 -1.39078e-09
4923 	 -1.30561 	 -1.3411e-09
4924 	 -1.09249 	 -5.31475e-10
4925 	 -2.02787 	 -1.3411e-09
4926 	 -2.00587 	 -1.24176e-09
4927 	 -2.57874 	 -2.33948e-09
4928 	 -3.0049 	 -2.43386e-09
4929 	 -3.11122 	 -3.21865e-09
4930 	 -2.89385 	 -8.89103e-10
4931 	 -3.98669 	 6.01014e-10
4932 	 -3.95753 	 -9.04004e-10
4933 	 -3.13897 	 -2.68221e-10
4934 	 -2.86862 	 -2.81135e-09
4935 	 -2.95233 	 -1.40071e-09
4936 	 -2.86664 	 -2.00669e-09
4937 	 -2.24719 	 -1.44541e-09
4938 	 -0.903522 	 -9.4374e-10
4939 	 -1.03627 	 -1.67886e-09
4940 	 -0.0731325 	 -1.89245e-09
4941 	 -0.0116982 	 -1.16726e-09
4942 	 0.883586 	 -2.0961e-09
4943 	 2.56856 	 -2.10603e-09
4944 	 3.12401 	 -2.5928e-09
4945 	 3.88208 	 -3.75509e-09
4946 	 2.74959 	 -1.16726e-09
4947 	 3.36088 	 -2.88089e-09
4948 	 5.169 	 -2.88586e-09
4949 	 4.5686 	 -3.19878e-09
4950 	 3.81597 	 -1.98682e-09
4951 	 3.84025 	 -1.70867e-09
4952 	 4.00841 	 -3.76006e-09
4953 	 3.06602 	 -2.43386e-09
4954 	 1.688 	 -2.13583e-09
4955 	 2.39664 	 -2.75175e-09
4956 	 1.85306 	 -1.94708e-09
4957 	 2.622 	 -2.41399e-09
4958 	 0.905686 	 -1.87755e-09
4959 	 0.811232 	 -2.23517e-09
4960 	 0.658721 	 -2.70208e-09
4961 	 0.811742 	 -2.28484e-09
4962 	 0.580087 	 -2.75175e-09
4963 	 0.580473 	 -3.08951e-09
4964 	 0.612735 	 -2.84115e-09
4965 	 -0.12306 	 -3.06964e-09
4966 	 -0.17295 	 -3.97364e-09
4967 	 -0.174584 	 -2.84115e-09
4968 	 -0.0877371 	 -4.3114e-09
4969 	 -0.175253 	 -5.06639e-09
4970 	 -0.488519 	 -4.7187e-09
4971 	 0.100337 	 -2.75175e-09
4972 	 -0.226922 	 -4.30147e-09
4973 	 -1.65299 	 -3.18885e-09
4974 	 -2.44713 	 -2.48353e-09
4975 	 -3.05376 	 -4.10279e-09
4976 	 -3.90479 	 -3.52661e-09
4977 	 -4.60778 	 -4.01338e-09
4978 	 -4.75352 	 -3.69549e-09
4979 	 -5.7571 	 -4.39088e-09
4980 	 -4.66249 	 -3.69549e-09
4981 	 -3.89532 	 -3.79483e-09
4982 	 -3.56007 	 -4.14252e-09
4983 	 -3.97203 	 -3.36766e-09
4984 	 -3.35661 	 -3.09944e-09
4985 	 -2.88028 	 -3.71536e-09
4986 	 -2.96255 	 -3.67562e-09
4987 	 -3.66945 	 -2.52326e-09
4988 	 -3.27297 	 -1.43051e-09
4989 	 -3.96625 	 -3.23852e-09
4990 	 -3.55982 	 -2.92063e-09
4991 	 -3.69937 	 -2.89083e-09
4992 	 -3.0161 	 -2.67227e-09
4993 	 -2.46378 	 -3.467e-09
4994 	 -1.13212 	 -3.72529e-09
4995 	 -1.46161 	 -2.80142e-09
4996 	 -0.39134 	 -2.79148e-09
4997 	 -0.93401 	 -2.78155e-09
4998 	 0.0998144 	 -2.9703e-09
4999 	 0.375472 	 -2.71201e-09
5000 	 0.244616 	 -2.57293e-09
5001 	 1.79558 	 -2.72195e-09
5002 	 0.90221 	 -2.5928e-09
5003 	 1.11325 	 -2.08616e-09
5004 	 1.80165 	 -2.60274e-09
5005 	 2.31217 	 -2.5034e-09
5006 	 1.87153 	 -2.9405e-09
5007 	 2.03104 	 -3.51667e-09
5008 	 1.80886 	 -2.84115e-09
5009 	 2.77282 	 -3.42727e-09
5010 	 1.87292 	 -2.05636e-09
5011 	 1.60952 	 -4.13259e-09
5012 	 -0.190409 	 -3.95377e-09
5013 	 -0.309641 	 -2.86102e-09
5014 	 -0.275918 	 -3.89417e-09
5015 	 -1.01022 	 -3.23852e-09
5016 	 -0.625023 	 -3.03984e-09
5017 	 -0.114027 	 -1.85768e-09
5018 	 -0.800554 	 -1.46031e-09
5019 	 -0.529511 	 -2.563e-09
5020 	 -0.294204 	 -2.31465e-09
5021 	 -0.776768 	 -2.78155e-09
5022 	 -0.973444 	 -3.01003e-09
5023 	 -1.1234 	 -3.32793e-09
5024 	 -0.267182 	 -2.30471e-09
5025 	 1.64143 	 -3.60608e-09
5026 	 1.79138 	 -4.21206e-09
5027 	 2.63258 	 -5.60284e-09
5028 	 3.63759 	 -3.67562e-09
5029 	 2.91418 	 -4.26173e-09
5030 	 2.89569 	 -6.19888e-09
5031 	 2.94325 	 -2.93056e-09
5032 	 1.98041 	 -3.33786e-09
5033 	 2.07901 	 -2.1259e-09
5034 	 1.76769 	 -2.80142e-09
5035 	 1.865 	 -2.64247e-09
5036 	 1.99332 	 -3.05971e-09
5037 	 1.75168 	 -1.69873e-09
5038 	 0.93005 	 -3.56634e-09
5039 	 1.02672 	 -2.68221e-09
5040 	 -0.176058 	 -3.53654e-09
5041 	 -0.321606 	 -3.88424e-09
5042 	 0.00877571 	 -3.39746e-09
5043 	 0.14476 	 -3.29812e-09
5044 	 0.430142 	 -4.43061e-09
5045 	 0.123937 	 -4.58956e-09
5046 	 -0.0943174 	 -3.63588e-09
5047 	 -0.0501833 	 -4.82798e-09
5048 	 -2.03687 	 -4.7485e-09
5049 	 -2.46249 	 -4.55976e-09
5050 	 -3.06693 	 -5.47369e-09
5051 	 -3.32356 	 -6.52671e-09
5052 	 -3.01433 	 -2.9405e-09
5053 	 -3.34547 	 -5.5631e-09
5054 	 -3.48144 	 -4.3412e-09
5055 	 -4.95764 	 -4.17233e-09
5056 	 -5.01532 	 -3.91404e-09
5057 	 -5.32332 	 -2.72195e-09
5058 	 -4.11498 	 -3.88424e-09
5059 	 -3.51693 	 -2.19544e-09
5060 	 -4.85925 	 -3.29812e-09
5061 	 -4.497 	 -3.08951e-09
5062 	 -3.17244 	 -4.43061e-09
5063 	 -5.75432 	 -3.55641e-09
5064 	 -5.66097 	 -2.92063e-09
5065 	 -5.20854 	 -2.6226e-09
5066 	 -4.47315 	 -1.80801e-09
5067 	 -5.71345 	 -2.24511e-09
5068 	 -5.6715 	 -2.98023e-09
5069 	 -5.8808 	 -2.73188e-09
5070 	 -5.49484 	 -3.48687e-09
5071 	 -5.24998 	 -5.39422e-09
5072 	 -4.34107 	 -9.13938e-10
5073 	 -3.378 	 -3.98358e-09
5074 	 -3.03759 	 -2.98023e-09
5075 	 -0.913844 	 -2.90076e-09
5076 	 -0.057456 	 -2.23517e-09
5077 	 0.765994 	 -2.20537e-09
5078 	 0.62262 	 -2.39412e-09
5079 	 0.916934 	 -3.31799e-09
5080 	 1.83399 	 -3.59615e-09
5081 	 0.883385 	 -3.61602e-09
5082 	 1.93054 	 -3.99351e-09
5083 	 0.667787 	 -3.4074e-09
5084 	 2.24802 	 -4.00345e-09
5085 	 2.28363 	 -3.32793e-09
5086 	 4.55988 	 -4.36107e-09
5087 	 3.77734 	 -3.38753e-09
5088 	 4.89702 	 -4.43061e-09
5089 	 5.19555 	 -3.33786e-09
5090 	 5.53015 	 -3.85443e-09
5091 	 5.36401 	 -3.49681e-09
5092 	 4.47706 	 -3.19878e-09
5093 	 4.02773 	 -3.8147e-09
5094 	 4.29482 	 -3.55641e-09
5095 	 3.06743 	 -3.63588e-09
5096 	 2.84219 	 -4.38094e-09
5097 	 1.67993 	 -4.82798e-09
5098 	 1.22137 	 -5.6227e-09
5099 	 0.961535 	 -6.13928e-09
5100 	 0.791564 	 -6.72539e-09
5101 	 0.365757 	 -6.69559e-09
5102 	 0.447863 	 -5.82139e-09
5103 	 -0.180964 	 -6.29822e-09
5104 	 -0.276484 	 -4.62929e-09
5105 	 -1.13272 	 -4.62929e-09
5106 	 -1.15947 	 -4.98692e-09
5107 	 -2.07905 	 -5.16574e-09
5108 	 -0.342922 	 -3.19878e-09
5109 	 -0.223587 	 -5.64257e-09
5110 	 -1.15967 	 -3.45707e-09
5111 	 -0.239855 	 -3.31799e-09
5112 	 -0.54071 	 -4.15246e-09
5113 	 -1.06973 	 -5.04653e-09
5114 	 -1.16157 	 -4.05312e-09
5115 	 -0.109735 	 -3.85443e-09
5116 	 -0.113639 	 -4.64916e-09
5117 	 -0.0454049 	 -4.39088e-09
5118 	 -0.298371 	 -4.49022e-09
5119 	 -1.10342 	 -4.64916e-09
5120 	 -1.00835 	 -5.84126e-09
5121 	 -1.37318 	 -4.92732e-09
5122 	 -1.96248 	 -5.00679e-09
5123 	 -1.37321 	 -6.21875e-09
5124 	 -1.18374 	 -5.58297e-09
5125 	 -1.06234 	 -6.69559e-09
5126 	 -1.08421 	 -6.53664e-09
5127 	 -1.15817 	 -6.4373e-09
5128 	 -1.88231 	 -6.73532e-09
5129 	 -1.27938 	 -6.17901e-09
5130 	 -1.73709 	 -6.47704e-09
5131 	 -1.1231 	 -7.45058e-09
5132 	 -1.27169 	 -7.05322e-09
5133 	 -2.16244 	 -7.13269e-09
5134 	 -2.74952 	 -6.39757e-09
5135 	 -1.13065 	 -7.11282e-09
5136 	 -0.828833 	 -6.67572e-09
5137 	 -1.06529 	 -6.93401e-09
5138 	 -0.815094 	 -6.89427e-09
5139 	 -1.20324 	 -6.11941e-09
5140 	 -1.83844 	 -7.09295e-09
5141 	 -1.6477 	 -6.05981e-09
5142 	 -2.18293 	 -6.99361e-09
5143 	 -2.37079 	 -5.78165e-09
5144 	 -3.01558 	 -5.60284e-09
5145 	 -1.55225 	 -6.07967e-09
5146 	 -1.13998 	 -6.31809e-09
5147 	 -1.45827 	 -6.75519e-09
5148 	 -2.25567 	 -6.07967e-09
5149 	 -2.2955 	 -4.7485e-09
5150 	 -2.42748 	 -6.23862e-09
5151 	 -0.975865 	 -6.79493e-09
5152 	 -0.993195 	 -6.4373e-09
5153 	 -1.33604 	 -5.64257e-09
5154 	 -0.456991 	 -5.58297e-09
5155 	 -0.427029 	 -6.39757e-09
5156 	 0.000479221 	 -6.65585e-09
5157 	 -0.112825 	 -5.98033e-09
5158 	 -0.143798 	 -5.32468e-09
5159 	 -0.0888939 	 -5.84126e-09
5160 	 -0.212478 	 -4.60943e-09
5161 	 -0.272921 	 -7.2519e-09
5162 	 0.636478 	 -5.80152e-09
5163 	 0.895808 	 -7.11282e-09
5164 	 1.3052 	 -7.92742e-09
5165 	 1.14567 	 -7.7486e-09
5166 	 1.72612 	 -2.16564e-09
5167 	 2.20623 	 -8.34465e-10
5168 	 1.97262 	 -3.05971e-09
5169 	 2.17174 	 -4.62929e-09
5170 	 1.79706 	 -2.04643e-09
5171 	 0.903122 	 -4.76837e-09
5172 	 1.44607 	 -4.54982e-09
5173 	 0.790437 	 -5.98033e-09
5174 	 0.913859 	 -4.33127e-09
5175 	 1.77633 	 -4.60943e-09
5176 	 2.74135 	 -5.80152e-09
5177 	 2.23243 	 -4.58956e-09
5178 	 2.38039 	 -6.4373e-09
5179 	 2.0794 	 -6.77506e-09
5180 	 2.17494 	 -7.27177e-09
5181 	 2.16175 	 -7.03335e-09
5182 	 0.99761 	 -6.0002e-09
5183 	 1.46054 	 -6.85453e-09
5184 	 0.499621 	 -6.53664e-09
5185 	 0.120637 	 -7.94729e-09
5186 	 -0.305842 	 -6.09954e-09
